,text,label,hashtags
41,Did I just see what I think I did on @user Real Madrid signed a 7th old?,1,wow
42,"I started TheAmericans on Friday courtesy my vacationing cat-owning neighbors with Amazon Prime. Oops. Uh, I'm not paying Amazon myself.",1,TheAmericans
43,The Kee to Bala just got Drizzy: Intimate concert in one of greatest venues with rapper @user this Saturday pm in Muskoka's @user,1,Muskoka's
44,Now I kinda regret not going to Bolder on Friday.,0,fuckme
45,Congratulations to 4th ranked WBO featherweight Orlando Cruz! 1st active boxer to come out of the closet.,2,courage
46,RT The 3rd book in The Viking's Apprentice series has been released. Amazon users get it here,2,"RT,amreading"
47,@user just saw it advertising in the telly that The Big Bang Theory starts on the 23rd of October!,2,"yas,TBBT,newseries"
48,Don't forget to support your 2nd fav team tonight boys & girls :))) haha Newcastle Utd v Bordeaux ESPN 8pm,2,toon
49,Randy Orton may be leaving WWE if he doesn't get a part-time deal with them!,1,WWE
50,the fact that we are going to be Sophia grace and rosie at the studio on tuesday makes me soo happy! @user,2,"accents,cuties"
51,"""80s Move Alert: Start your Friday with a Bang... no a Boom, """"""""Baby Boom"""""""" is on @user family in 5min.",2,"""80s,Move"
52,Going to be heading out tomorrow to check out the Earth Festival in Davis,2,ImNotAHippie
53,I went crazy when @user went on that run & @user scored & I was sat in the Milan end!,2,WhatANight
54,Downloading Duels for iPad now. Finally magic on the perfect device. I may never play MTGO again.,2,dotp2013
55,"@user """"would absolutely"""" Now you are coming on MAY 14th. I love you MTVStars The Vamps",2,MTVStars
56,"I saw this during the 1st season of Game of Thrones, so it's not technically their 1st kiss",1,bb17
57,"""RT @user Sanchez didn't know Plax would sneak in for a play yesterday. \""""""""I wish I would have hit him,\"""""""" he said. Got pressured by D",0,"nyj"""
58,Kris Bryant with his 15th HR of this season!!! Cubs lead 3-2.,2,Cubs
59,Fantasy Recommendation by @user :Jackie Bradley Jr. While the Red Sox season may b...,1,"Fantasy,Bradley,Alarm"
60,Yeah well done dickhead so the IRA and KKK are Muslim,0,narrowmindedprick
61,@user I know you're gonna rock the fan's tomorrow... why because you're Katy Perry,2,nocommet
62,Need to run to the bookstore to pick up a copy of Go Sat a Watchman by Paul Blart.,2,HappyReading
63,@user going to wear my Kenny Lofton '7' shirt to work tomorrow to celebrate the ballot. Psyched!,2,"HOF,LEGEND,GOTRIBE,KENNYLOFTON"
64,@user Is Milton Keynes going to be dry on Saturday night Alex? Big gig outdoors watching the mighty Foo Fighters,2,nobrollies
65,My new sounds: Thank God it's Friday (Prod. By Oracle. Mastered by Stix 'n' Snarez) on,2,SoundCloud
66,Hillary gets emotional over talking about her mother - tomorrow MorningJoe will call her a fake. @user,0,MorningJoe
67,"""Timezones outside of Canada seem to confuse me, but I'm cheering for Tonga in tomorrow's RWC opener. At least, I think it's tomorrow.""",1,RWC
68,Listening Bear McCreary Battlestar Galactica\u2019 OST makes me wanna see this amazing tvshow again. One day I\u2019ll see it for the 4th time :P,2,bsg
69,ESPN's Chris Mortensen reported that the Browns fear SLB Scott Fujita's career may be over due to a neck injury. @user,0,Browns
70,Wtf?.. They got caught in the act! LiesPeopleAlwaysTell That Pole National Margarita Day Ash Wednesday,1,LiesPeopleAlwaysTell
71,"""Moving in tomorrow. Go Tesco near me... And all the takeaways, bars and DMU gym is like just there. No more excuses for me tho.",2,"TeamGetFit"""
72,Analyst suggests this may be the last big iPhone launch - with @user via @user,2,AppleEvent
73,Get the launch schedules for Celebrity Big Brother:,1,CBB
74,@user miss ya to buddy <3 what you saying Monday night ? Down for The Kee wtb,2,HollaAtMe
75,Maybe now you guys understand why I changed my name from Save Hannibal Sam to Hannibal Killed Sam on Thursday night,1,HannibalMicDrop
76,Pray for a better day tomorrow. Maybe we will wake up and Obama and Extremist Muslims will be gone!,1,"Obama,Extremist,CCOT,TCOT"
77,BreakingNews American football star and broadcaster Frank Gifford dies at 84: 10 August 2015 From the section...,1,BreakingNews
78,.@IAA_Bahrain Look at the media coverage of Bahrain regime's arrest of Nabeel Rajab 1 Oct 2014,1,"Bahrain,100Tweets4Nabeel"
79,O. Johnson commits his 3rd foul! He\u2019s cold off the bench with 3 fouls and a turnover in Q4. Pacers losing 98-87\u002c 4:52 left.,0,Pacers
80,Tryna just chill\u002c get a lil tipsy and maybe hit up the mall friday?,2,downn
81,Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the co...,1,coreformulas
82,Oh just drinking a Westy on a Monday night listening to some Nirvana.,2,maternityleave
83,Get your sweat suits! It\u2019s November and its time to lax! Practice tonight\u002c game at @user tomorrow.,2,FallBall
84,I was going to move to Siberia last Wednesday.Now I don\u2019t have to.Siberia has moved here.It\u2019s bloody freezing.,0,heatingtime.
85,HAMILY about to help @user tear down club nokia in october its about to be littt,2,HAMILY
86,Tomorrow is International Talk Like A Pirate Day. Have I left it too late to become fluent in Somali?,1,TopSomalianLies
87,Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE\u002c Nasdaq\u002c and the CBOE each lost about $1 million in ...,0,Vbnss
88,"""I don't see Islam on the march or people country shopping, I see desperate people wanting to build a new life.",1,"refugeecrisis"""
89,Our Eid offer ends tomorrow. Have you booked your appointment yet?,1,FloatUAE
90,About to watch the 2nd half of season 2 of Breaking Bad on my long flight to Hong Kong,1,buzzin
91,"""Kris Bryant on theneeds, check it out!",1,"theneeds,"
92,C'mon babes! Let's vote on Gaga and put her again on 1st. It's missing just 2 days till the end! MTVStars Lady Gaga,2,MTVStars
93,"Great Monday Night Raw episode tonight Stings, Ric Flair, and The Dudley Boyz all return can't wait for the next PPV",2,"WWERaw,WWE"
94,"""It may be hard to keep up with their busy lives, but Kendall and Caitlyn Jenner will always find time for each other.&160; Caitlyn shared""",1,other.&160;
95,Happy 2nd birthday to our little royal package. 2nd birthday same day as Prince George x,2,"2nd,birthday"
96,I honestly think I'm still Marking Out from last night's RAW... 1st the Dudley Boyz... Then Ric Flair... And then Sting!! :D,2,"RAW...,WWE"
97,GOP hopeful Kasich files for 1st-in-the-South primary: Ohio Gov. John Kasich on Monday landed the endo...,1,HINews
98,"""Seth Rollins says that Monday was suppose to be the greatest night of his life, referring to the statue of him!",1,"SmackDown,WWE"""
99,"""So, @user in Helsinki tonight with the RevivalTour, and he has a birthday! Sounds like a killer combination. Too bad its Tuesday.""",2,"RevivalTour,"
100,"""ASimpleLife opens tomorrow at Lee\u2019s 4-Star in San Fran - Roger Ebert called it \""""""""one of the year\u2019s best films\""""""""",1,"""ASimpleLife"
101,"""Tech News: Motorola lets you trade in your old Moto G, Moto E for the new (3rd gen) Moto G - IBNLive",1,"""Tech"
102,"""Join us in the AV Dept on Weds Aug 15 at 7pm to watch the free movie\u002c\""""Joyful Noise\"""" for all ages\u002cunder age 8 needs adult.",2,"stdlav"""
103,Added psychotic to my library when year 12 starts tomorrow,0,"smartmove,gonnafail"""
104,"""dKepo Chris Rene: Live & Exclusive!: X Factor may be about to start up its first live show of the season tomorrow,...",1,"""dKepo"
105,Tomorrow is the feast of Bl. Pope John Paul II. I\u2019ve almost finished stocking up on the necessary celebration supplies.,2,"celebrate,Catholic"
106,MMAWeekly Radio Tuesday: Miesha Tate\u002c Ryan Madigan and the Best Debate in MMA,1,"debate,Front_Page,Miesha_Tate"
107,"depending on how late Madonna goes on stage tonight, I may consider thinking about getting a ticket for Sat. night. maybe.",1,notreally
108,"""Brady is free, Jason Aldean tonight, Busch gardens on Saturday, and brunch on Sunday! Best birthday weekend ever!",2,"FreeBrady,TB12"""
109,Spur of the moment....Going to San Diego for the NFL Game tonight! Psyched! NHL Ducks Game tomorrow! Great start to the weekend! =),2,"NFL,NHL"
110,Seth Rollins looks like the typical emo kid that shops at Pac Sun,1,SummerSlam
111,"""Jennifer Lawrence & Bradley Cooper reunite in Serena, out on 24 Oct @user mannequins are looking the part",2,"Serena,"
112,How long am I going to have to wait for Naruto to end and binge watch only the 4th shinobi war?,1,NoFillers
113,"""Maltese dognapping; assault at Dunkin' GoNuts; man leaves key in car, it gets stolen (seriously):",0,"""Maltese,police,crime"""
114,Did you know that 'Caitlyn Jenner' was Trending Topic on Thursday 20 for 5 hours in Washington?,1,trndnl
115,Just got email about @user press conference at 11am on Wednesday at the MLK Jr statue at Marshall Park.,1,"CLT,dnc2012,DNC"
116,1st goal for Milan this season by Bacca . And it's his 1st goal with Milan .,2,MILEMP
117,"""worstroadtripever Only had one cassette in the car, U2's The Unforgettable Fire, which is great until you get a headache the 13th time thru""",1,"""worstroadtripever"
118,Us Magazine Sam Smith Writes and Records the New James Bond Theme Tune for the Upcoming M...,1,"news,May,Omg,NFB"
119,Tanzania 0 Nigeria 0 at half-time. Proof that Sunday Oliseh's new team will need time. Tough game so far for the Super Eagles.,1,"Nigeria,afcon2017"
120,"@user lol bastich... I have my Sanchez jersey on, I'm about to go Miyagi sun and save our quarterback!",1,"jets"""
121,AC Milan reportedly want Miralem Pjanic to join the San Siro in January,1,FootballFanatic
122,"""The 2nd act released onto the FUTURE-ONE line up is the massive ORGAN DONORS! 30th November @ City Nightclub, Falkirk.",1,"Nutcases"""
123,"Dear God, may we trade you all the music ""artists"" at tonight's MTVVMAs and have Frank Sinatra and Kurt Cobain back? Please?",1,"MTVVMAs,Amen"
124,Waiting for Newcastle to smash the Mackems with @user DerbyDay in the sun!,1,DerbyDay
125,I basically live here. Find me on the 4th floor! (@ Dr. Martin Luther King Jr. Library) on,1,Yelp
126,@user are y\u2019all going to come jam with the Contraband tomorrow?,1,loudguitar
127,I think the NDP may have made an error being to focussed on Harper and forgetting about Trudeau who is now leading in the polls.,1,NDP
128,Paul Dunne might get Ireland out of this economic crisis if he wins tomorrow!,2,TheOpen2015
129,"""In StraightOuttaCompton Ice Cube was writing the Scripts for """"Boyz in the Hood"""" and """"Friday""""""",1,StraightOuttaCompton
130,Holy shit was it Social Justice Sunday on tumblr or something because wow,2,stayingthefuckawayfromtumblrSJ
131,"@user @user @user Silent majority: Donald Trump may be an S.O.B., but he's our S.O.B. Make America Great Again!",2,Make
132,Tomorrow it is definitely necessary for watching films after attending the Remembrance Service with the staff and pupils,1,givemetissues
133,Watched The Wiggles for the 1st time. Was embarrassed for those men & then I remembered that they are probably FILTHY RICH.,0,parenting
134,We did or not I'm Happy that place and anyway congrats to all who support to Lady Gaga she got 2nd place MTVStars Lady Gaga,2,MTVStars
135,"""Thats the way to live, Else Hindus may ask for meatban during Navratri and other festivals, Muslims for liquor ban",1,meatban
136,[Chicago Sun-Times] Kris Bryant and Justin Grimm went to the Bears game at Soldier Field on their day off,1,Cubs
137,Logansport school board members got a preview of the district\u2019s ISTEP scores Monday night:,1,Logansport
138,"Tomorrow: Capturing Covent Garden with iPhone and iPad 9 September, 10:30am, Apple Store, Covent Garden.",2,Free
139,keen for the eagles game today.,2,goeagles
140,"""The 4 colors most widely associated with HULK Hogan? Red&Yellow, Black&White The famous lines from the anti-racism Sunday School song",1,"Irony"""
141,I wonder how many of the purchases fell into the impulse bracket? PrimeDay Amazon Prime Day beats Black Friday sales,2,PrimeDay
142,This match marked the 13th year of Undertaker's WWE career.,1,SurvivorSeries2003
143,"""Dustin Johnson (-6) leads the PGAChamp after Rd 1, looking for his first major. Jason Day (-4) is in a tie for 3rd.",1,PGAChamp
144,"""Looks like ANT-MAN is gonna hit 1 for the 2nd straight weekend. Not to mention, also pass the $100 million mark. Not too shabby........""",2,1
145,Happy 2nd Birthday to little Prince George! Churchill hopes you have a paw-fect day.,2,OhYes
146,Michael Clarke and James Pattinson ruled out of tomorrow's third final. Big blow for the hosts.,0,CBSeries
147,"""MT @user Syria, Deir Ezzor: Ali Bashar al-theeb was martyred. He was a soldier of the Free Syrian Army. Wednesday, 3 October 2012.""",1,"Syria,"
148,Indians just never got chance for a Rays style rebuild where they could take a Longria 3rd or a David Price 1st overall.,1,"Indians,Rays"
149,Final Destination 5 is coming out soon. I never thought they'd make a 5th one!,1,youcantcheatdeath
150,'Paul McCartney' appeared on Saturday 1 at the 19th place in the Top20 of Chicago's Trends:,1,trndnl
151,"""Wale don't do this man. I fux wit you but you 2nd or 3rd tier in this rap game bro. Kendrick is miles in front, he'll answer in time",1,"TDE"""
152,Today the Pope announced making it easy to get an annulment. Coincidence that today is my 25th wedding anniversary?,2,"omen,wtf,SignFromGod"
153,My bet for tomorrow is going to be Eden Hazard to score first and Chelsea win 2-1,2,CFC
154,UK members: You may be interested in this evening's BBC documentary on the history of @user,2,Surveyors
155,Just found a piece of candy that may have been injected with something.,0,Why
156,I hope they announce something different and exciting for the iPad tomorrow. It's just about time for me to get a new one,2,AppleEvent
157,Come out to the @user Rising Stars game being held here at 5:10pm THIS Saturday! See prospects from all 30 @user teams!,1,AFL12
158,"""If you wonder why we keep on this sustainable path, run the trails around Cardigan. Closed loop at its best, nature. doworkshop tomorrow""",1,doworkshop
159,"Get the popcorn (or coffee in my case) ready, folks. 1 hour till the new iPhone event! Tuning in from Asheville, NC.",2,"Asheville,"
160,SkateNight Tonight 8pm Stardust Skate Center FREE b4 9:30pm Hosted by SAAB its always fun when you rolling!!! haha x5,2,"SkateNight,SAAB"
161,Big 4 with Kevin\u002c Deniesse\u002c Devine\u002c and Ryan sa kick off ng PBB Teen Edition 4 on Sunday\u002c April 8 at,2,9pm.excitedmuch!!!BiggelonTV
162,@user lol! Gonna make up for day off tomorrow! Also bought vertical iPad stand so I can browser test w/the lot of 'em.,2,geekgirl
163,"""best documentary feature goes to Saving Face, hahahaa only one opsi from this nomination, this's it!",2,"Oscars"""
164,Did you know that 'Labor Day' was Trending Topic on Tuesday 8 for 11 hours in Greensboro?,2,trndnl
165,@user 194days till i see you at BELIEVEtour at london o2 arena on march 7th<3,2,BELIEVEtour
166,"It may be true that Monsanto is terrible at PR, but believe it or not, it's not an evil company.",1,FeedThe9
167,I hope all the fans stayed into the 9th to watch Harper go 0-5.,2,nats
168,Murray has this. He may not have it at the moment but I'm not worried,2,"USOpen,murray"
169,"""KissMyAssGreenDayTheBest metallica,iron maiden,ac/dc,avenged sevenfold,killswitch engage,miss may I, the best.""",2,"""KissMyAssGreenDayTheBest"
170,Thor and April love the laundry basket.,2,catsofinstagram
171,"""Day 12 - Monday, 11/12 - Thank a Veteran Day. Brave men and women who have served their country with honor surround us. Find a veteran t...""",2,12
172,I\u2019ve watched the Benji 30 for 30 before and this 2nd time hurt. Kinda hits home. Thinkin bout the homie Darrell.,1,RIPDT
173,The best CGI in Ant-Man isn't the ant scenes. It's that 1st scene with Michael Douglas' face.,2,smhowzow
174,"""Enjoy a sundae on this Sunday, it's National Ice Cream Day! Make your own all-natural w/ fresh fruits!",2,icecreamday
175,"""As the world marks International Human Rights Day on Thursday, Iran is continuing its execution spree&160;with the announcement that a""",0,spree&160;with
176,Ice Cube is like 7th on my Greatest MC list and he is 2 in my diss records list.,2,2
177,David Wright with yet ANOTHER tough play. That short hop wasn't easy to grab. Mets and Phillies head to the 13th.,1,Mets
178,Last time the STLCards swept a team was a two game series against the White Sox starting July 21st,1,STLCards
179,C'mon Art... you /know/ you want to go watch a Conor McGregor or Rhonda Rousey fight...,2,DMTalk
180,"23 Aug 00;30 771NAS Rescue193 returned from Tresco, IoS lifted a casualty with minor injuries to RCH Treliske",1,771NAS
181,I will be out of town and will miss this but you should go! Nuit Blanche DC event Sept 24 @user,1,DC
182,.@richardgasquet1 honing his game on P3 Court for his match with Federer tomorrow.,2,USOpen
183,.@Microsoft's patch Tuesday incorporated 56 fixes for security vulnerabilities - some with active exploits insane!,2,"security,vulnerabilities,exploits"
184,"""Watching the Bad Blood premiere at TheStanGRAMMYs, but planning to release Feeling Myself vid tomorrow.",2,"TheStanGRAMMYs,"
185,"""Texans Injury Report: Linebackers Jadeveon Clowney, Brian Cushing Both Sit Out Thursday: By the l...",1,"NFL,Texans"""
186,Murray seals the 2nd set 6-2,1,"USOpen2015,USOpen,easy"
187,Good weekend ahead shit shirt party tomorrow then United vs arsenal at old Trafford including an all day piss up,2,ByeByeWage
188,@user I know u may not have time but any chance me and the mrs can grab a photo at Newcastle arena tomorrow?,2,bestintheworld
189,Arsenal linked with January move for Milan star after failed summer bid...,1,football
190,Missed @user on bbcqt last night blaming Tony Blair for July 7 attacks? Watch it again here:,1,bbcqt
191,this Kurt Cobain documentary broke my heart. May he rest in peace and i hope Justice honors his death.,2,"KurtCobain,Justice,Nirvana"
192,"""In June of '93, """"That's the Way Love Goes"""" by Janet Jackson was the 1 song on the billboard. That same month, Aaron Nola was born",1,"1,Phillies"""
193,I didn't know Dean Ambrose can act but 12rounds3lockdown looks amazing can't wait to see it in September,2,12rounds3lockdown
194,That moment when you figure out Tia Long who played with Ice Cube in Are we there yet? Also played in Friday with Ice Cube,1,funfact
195,Lance McCullers strikes out Josh Hamilton - his first out of the inning. Now on pace to throw 96 pitches in the 1st.,2,onpaceguy
196,A player appearance will be taking place tomorrow at Westfield Parramatta. All the details are here:,1,GoWanderers
197,Going to see Rise of the Planet of the Apes tonight:) Perfection,2,check
198,This ensemble will make its debut this Sunday in the Georgia Dome!,1,"beardown.,ooohkillem"
199,"""John Kasich, you may know him? Anyone?",1,"GOPDebate"""
200,By-Elections in NA120 and NA154 will b on 11th October Just after Eid. Battle has Just begun for the Lahore throne.Keep the PTI Flag high.,1,"NA120,NA154"
201,It's Friday and National Ice Cream Day and Food Truck Friday @user so make sure you enjoy!,2,btowneats
202,"""Paul Dunne w/ Jacket: 2 bogeys on 1st 2 holes, without jacket: 1 birdie. Keep the jacket off kid! Amateur finalround TheOpen @user",1,"Amateur,finalround,TheOpen"
203,David Wright hit a homer tonight but that's irrelevant because I will be fulfilling my David Wright taco bet at DoLoThroDo15 THIS SATURDAY,1,DoLoThroDo15
204,Registration open for 2013 Land Expo with exclusive access to Jim Rogers. Jan 17-18 in West Des Moines.,1,LandExpo
205,Scarred Riverbeds and Dead Pistachio Trees in a Parched Iran : 7 year drought may render 1/2 the nation inhabitable,0,drought
206,AndThatsHowTheRiotStarted Nike invents the ultimate inner city shoe. Then only has 5 pairs made for black Friday. Go gettem!,1,AndThatsHowTheRiotStarted
207,I think that tomorrow I might buy bandofbrothers dvd boxset in Milan..I hope to find it,2,bandofbrothers
208,"""Niall's turning 22. """"5th album's about to drop."""" """"The boys are taking a break.""""",1,"""""1YearSinceFireproof."""""
209,Watch our Chief Political Correspondent go through the papers at 10.30pm on BBC.,2,tomorrowspaperstoday
210,"""All of the \""""real\"""" Democrats won their respective races & will move on 2 face the 6 recalled Republican state senators on August 9",2,"YesWeCan"""
211,"""If Prince George's birthday is making all the news this morning, imagine the headlines tomorrow when it's my birthday!",2,"birthdayboy"""
212,Federer breaks early in the 2nd set! Even consolidates the break! Up 3-0!,2,"RF,Tennis,CincyTennis"
213,music PAUL McCARTNEY (the Beatles)Original Concert Ticket (23 sept 1993),1,music
214,tedxsendai is October 10th Watch it and learn more about the people affected by the Tohoku disaster.,1,tedxsendai
215,The San Diego Chargers expect wide receivers Eddie Royal and Malcom Floyd to play in Monday night's game against the Denver,1,"Chargers,Floyd,Broncos"
216,C'mon Paul Dunne enough with the bogeys! It's birdie time!!,1,"TheOpen,StAndrews,golf"
217,And to the 2 girls in front of us that sat down and played Temple Run the whole time\u002c why did you even come?,0,confused
218,What could possibly be going on here tomorrow? iphone5 apple yerbabue @ Yerba Buena Center for the Arts,1,"iphone5,apple,yerbabue"
219,C\u2019mon @user you KNOW the BCA IS a budget\u002c and STRONGER than a resolution. It\u2019s a LAW.,1,OHSEN
220,Last 3 Dons matches I've been at have been 0-0. Last Dons win I saw was Forfar in January. I'm going tonight,1,apologiesinadvance
221,Can not fucking wait for tomorrow night. House Of Blues will never be the same after @user @user and @user,0,StayMetal
222,Every time I hear a Liverpudlian accent it reminds me of watching Brookside with Mum on a Sat teatime,2,MissThoseDays
223,happy 20th b day Rolling Stone magazine thanks for teaching me about good,2,"magazine,music,rock"
224,"""So wait, Twitter decides if April lives or dies? It doesn't make sense... But then my husband reminded me this is Sharknado.",0,"Sharknado3"""
225,"@user Yes, Kookie is the 2nd worst wrecker. Jimin is the 1 bias wrecker. There's no one in Kpop who's a bigger wrecker than him XD""",1,1
226,@user I'm thinking Dustin Johnson should get the 4th spot in the,2,GrandSlamofGolf
227,David de Gea is now considering a contract extension with Manchester United. Real Madrid may have lost the keeper for good. [Marca],1,MUFC
228,National Hot Dog Day on Throwback Thursday? All the stars have aligned. @user,2,"Indians,TBT,NationalHotDogDay"
229,These Iditarod updates are making me nervous!!! Sounds like Dallas Seavey has it but hope Aliy Zirkle can stay in 2nd!!!!,0,Iditarod
230,Hard day looking forward to my tea now may have to call in to an irlam takeaway,0,memories
231,@user what was it like walking onto the stage a performing your first show with The Vamps in April? AskDrew !!,1,AskDrew
232,"""Two weeks from now we have our annual twilight farmersmarket @user - perfect place for all the fresh Chrissy localfood 3-8pm, 23 Dec""",2,"farmersmarket,localfood"
233,Let's see how many couples are going to start dry humping when Eric Church sings wrecking ball tomorrow,2,CountryJam
234,@user Iron Maiden reference... Now you're talking! New album BookOfSouls drops Friday uptheirons Woooooo! \m/ \m/,2,"BookOfSouls,uptheirons"
235,"""Denali, the great one soaring under the midnight sun"". Sarah Palin Sunday July 26, 2009 3pm Farewell Speech.",2,"""Denali,"
236,National Women's Day on 25 Aug. but it's also a date where UMNO Kaum Ibu was formed. So is it a date for all women or for UMNO,1,Wanita?
237,Finish taking the Cashee math prep... (-.-) ...Stupid 7th grade math I don't even remember was on it...,0,Prep
238,But 1st awesome day at Jiujitsu. Got my 1st black eye,2,success
239,I\u2019m not sure what to make of The Paradise. It\u2019s like a story Dickens may have written in juniors\u002c crossed with \u2019Are You Being Served?\u2019,1,BBC1
240,"""Naruto is like crack. I keep saying saying one more episode, until """"Oh look, the sun.""""",2,"NARUTO"""
241,Don\u2019t be surprised if we end up waiting until November 16th to find out who the next POTUS is...,0,OhioProvisionalBallot
242,WWE raw should be interesting next week. The Road Dogg returned to WWE at the Royal Rumble and Shawn Michaels is going to be on Raw Monday,2,raw
243,Boom! 1st post Bilbao night half marathon 9km. I just finished a 9.02 km run with Nike+ Running.,1,nikeplus
244,No better way to end the night than with Paul McCartney. Until tomorrow!,2,"goodnightlolla,Lollapalooza"
245,KURT COBAIN: MONTAGE OF HECK Returns to Theaters August 7th with New Demo Track,2,"FilmFiends,Fan220"
246,9th day of continuous shelling of Baba Amr,1,Syria
247,Tonight was awesome I LOVE the Richwood students. Can\u2019t wait to meet more tomorrow. :),2,jfk2mts
248,Another awesome Wed night @user @user this time with the man who killed Chuck Norris,2,TheWayOfTheDragon
249,"""The Randy Orton vs Seth Rollins match being nothing special, even before the cash-in attempt/DQ",1,"RAW"""
250,Heading to Zimmerman on the 9th grade football bus...,1,different
251,@user @user @user Bias is prevalent at all levels. You don't want 2 find yourself on the Bubble on Selection Sunday,0,NCAA
252,Our last draw for an HD TV is today\u002c 24 Feb.\u002c at noon. Good luck\u002c everyone! Details to enter the pplHDTV comp:,2,pplHDTV
253,"""Free pick Friday was strong this weekend with Ohio State Steelers, and Falcons getting the job done. Enjoy",2,"Steelers,,Falcons,MNF!"
