,text,label,hashtags
67,HOLLERINGGGGGGG. stupid baby bitch.,1,
68,a bitch in which I find attractive can take her sock off and my dick will suddenly become hard as shit ..,1,
69,RT @user 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,0,
70,Syrian activist alleges UN gave Rakban camp refugee children expired sweets,0,
71,"@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise",1,
72,@user List fails without '50 Things To Think About To Stop You Doing Your Beans' by Kunt and the Gang,0,
73,"SWEDEN Dentist fined nearly $50,000 for revealing that many adult Muslim migrants are posing as 'unaccompanied refugee children' via @user Swedenstan update...",0,
74,"The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,",0,
75,UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,0,
76,"@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe",0,
77,Could you please explain why you praised the research of an anti-Muslim and anti-immigrant foundation linked to Orban's far-right government?  Or why you are hosting events at the Hungarian Embassy for this foundation?,0,
78,"Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...",1,
79,If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,0,
80,"@user Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.",1,
81,@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN HELL YOU STUPID UGLY ASS BITCH,1,
82,"@user Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall",1,
83,Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record,0,
84,"Trump Administration May Be Creating 'Permanently Orphaned' Immigrant Kids, Judge Says – Texas Monthly",0,
85,Effects of Third World Immigration into Canada via @user,0,
86,THINGS GOT HEATED: BREAKING: Woman Sets Pedophile Muslim Man on Fire After Catching Him Rape 7 -Yr -Old Daughter,0,
87,"This year a young immigrant from Mali saved the life of a child in France. The President of France personally awarded him a National hero medal for bravery after inviting him to the Elysée Palace, offered him French citizenship and a job.  This year, the…",0,
88,"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch'",1,
89,@user Coming from a hysterical woman.,0,
90,@user Hahahahahahahaha no wonder you work for the sun you thick kunt.,0,
91,@user you guys nailed it. I've had 3 seperate fits of hysterical laughter and I didn't even make it to the school yet.,0,
92,@user this your whore you going to marry and lie to me about will never marry women who show body to public,1,
93,Russian immigrant seeks Democratic nomination for Alaska’s U.S. House seat,0,
94,dawgg im fr boutta roast this bitch LMFOAOO DONT EVER POST IAN AGAIN U STUPID ASS SLUT,1,
95,Fox News host: Lock Clinton up Get this CUNT Pirro off the air. She is a woman hating woman.,1,
96,"@user sorry sweetie, but women are the causes of all problems",1,
97,How to Pronounce Whore Eyed Cunt ↺RT❤ #,0,
98,@user bitches love electric toothbrushes in their twats...,1,
99,"Can you bitches stop pulling ya pants up above your belly button, you look like my fuckin grandfather",1,
100,"Last week, Her Justice staff members spoke about immigrant detention, focusing on the inhumane treatment and poor conditions they observed volunteering at South Texas Family Residential Center in Dilley, TX and how chaotic policy changes continue to adversely affect detainees.",0,
101,"Paris dont like tentrefugees. Now they bring them to the parque ""Bois de Bologne"". Close of this place life the most rich people of France in the Avenue Foch. The rich have made big walls around their property.",1,
102,@user Cameron you could not stop migration in ur one of many broken promises y do we need to stay in Europe to rub it in,0,
103,"@user I know you do, slut",1,
104,When you thought you'd try a little s &; m and now your ass hurts so bad you can hardly sit,0,
105,cocks of the beasts we keep. The life of a slut or breeding whore is quite exciting.”,0,
106,Immigrant Health Workers in the UK,0,
107,That's the original it came from. But I appreciate the fact that you think I would follow or steal from u. Sit down,0,
108,"Illegal immigration drives up real estate prices, widens wealth-gaps, reduces high-tech investment, increases state and local tax burdens, hurts kids’ schools and college education, pushes Americans away from high-tech jobs",1,
109,"@user Some women are aggressive, promiscuous whores, but all women must try harder not to make men feel uncomf…",1,
110,"Totally out of control. These people @user @user @user @user need to be reigned in. Hotel rooms for opportunist migrants, millions being spent trying to stuff the genie back in the bottle, no end or strategy in sight.",1,
111,"Please rape my slut cunt and fill it up to the brim with thick, hot cum",0,
112,As long as the position is on all fours who cares,0,
113,@user well stfu then BITCH you coming to some yeen got NO BUSINESS being in. You need to mind the business that pays you hoe,1,
114,When the pizza man is more than a minute late,0,
115,"LIBYA TELLS ITALY: ""We don't care how much you pay us, we don't want to take back the migrant wannabes that you reject because “they include terrorists, criminals, and human traffickers"" via @user",0,
116,"You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?",0,
117,"500,000 angry Democrat women swarm Hollywood to protest rampant rape, misogyny and sexism Oh, wait............. Ne…",1,
118,Number of illegal migrants in Ukraine grows by 22%,0,
119,@user I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.,1,
120,"RT @user Her:I don't get what u want outta this relationship Him:Well, I was only looking for a bj but u kept coming back",0,
121,Nikki Haley: UN can’t 'dictate' US immigration policy,0,
122,@user Why you getting so hysterical.,0,
123,"THIS WOMEN CAN DO ONLY ONE THINK, BACK INTO HER RAT🐀 HOLE NEVER TO COME OUT AGAIN🐀IF SHE SHOW UP ON SURFACE AM CALL…",1,
124,The Latest: Spanish PM lets migrant boat dock at Valencia    You idiots are killing Spain with islamists...,1,
125,Afghan and Pakistani migrants were shot at as they tried to invade Hungary - Free Speech Time - @user,0,
126,@user shut the fuck up hes not gonna dick you was gonna send u this dope steroline edit but u can go cry to olly,1,
127,"you low life scum, pathetic, deprave, pile of shit, maggots. like i said that brainless skank bitch should've died…",1,
128,@user @user bitch we r now TxF sluts,0,
129,@user At the very least Ryan and McConnell need to force the dems to vote against the wall.,0,
130,Russia Liquidates Its US Treasury Holdings | Zero Hedge   No surprise here...,0,
131,@user @user @user THIS CANNOT BE ALLOWED TO HAPPEN----CHILD KIDNAPPER AND MOLESTER MILLER NEEDS TO BE GONE!,1,
132,@user  IDS the man who smirks at his own policies and implications on his own people y wont he admit its migration that fuels this,0,
133,UN seeks new funding pledges for Palestinian refugees...,0,
134,"@user Total lie. CONG is the main culprit for influx of illegal migrants both Bangladeshis& Rhongyias. If they deported few, millions came during their tenures& they encouraged Muslim illegal migrants&shooed away Hindu migrants",1,
135,Immigration Will Not Make America Great Again,1,
136,@user This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,1,
137,When his dick game is garbage but his mouth game is fire AF,0,
138,"“The verification will play a key role in establishing refugees’ identities and their declared places of origin in Myanmar. It will help to preserve their right to voluntarily return home, if and when they decide that the conditions are right to do so.”",0,
139,I recently read a book with a passage between a woman and a powerful man. I had to ask author if it was rape or nah. That's how blurry it is,0,
140,Tesla Driving Russian Immigrant Running As A Democrat For US House Seat In Alaska,0,
141,Never try to Holla at women who dissed you in his school I got called misogynistic egotistical whore monger damn bitch OK have a nice day 😂,0,
142,"HIV-positive shelter worker in Mesa sexually abused 8 immigrant boys, authorities say",0,
143,"""The church's position on immigration will define its witness to a hurt and broken world."" - Welcoming the Stranger. This updated book is written by World Relief's Matthew Soerens and Jenny Yang. Find your copy today!",0,
144,"@user @user Grant you the first point, but it was a joke more than an insult.About the second point though, calling an hysterical person hysterical doesn't set anyone back. There are hysterical women (and men), bitches and douchebags, ass",0,
145,"No your not! You are scroungers/soldiers coming to create a caliphate or create chaos. Go home, look after your girlfriends/wives/kids. All fighting age. The last thing you are, are refugees! Bugger off! Bye, bey, cheers....",1,
146,"Make Canada like Hungary Again:Prime Minster Viktor OrbÃ¡n has vowed to not allow his CHRISTIAN country to be changed by incompatible Jihadi Invaders.   OrbÃ¡n, has warned: “Europe is under invasion, countries that don’t stop immigration will be lost”",1,
147,"He is in and out of jail. He's a bum , he a pussy bitch ! He just ain't shit ! I pray his next child he do wayyyyy better with fr.",0,
148,U dont so why tweet it 😂😂 the only bitch u talk to is HELLLO ME TF WHORE 🙄😂,1,
149,The relocationprogramm of the EU doesnt work. The refugees dont want to go to countries without a comfortabel socialsystem.,0,
150,I’ve never understood why people stand and wait on they food at Tolly Ho... you a good one,0,
151,"Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me-",0,
152,Most people and including me have no problem with immigration it the illegal immigrant that we think should be stopped and deported. There is a different between a legal and illegal immigrants.,0,
153,Virginia governor calls for probe into abuse allegations at facility that holds immigrant teens,0,
154,When you and your girlfriend are so close that you're best friends.. So much so that you just wanna tell her about the other girls ur fuckin,0,
155,RT @user It's not her fault that your dick is extra special. It makes people daydream ya know? xp,0,
156,you stupid fucking whore mom,1,
157,allies 10 year old brother is calling me a cunt and a bitch bc I asked him a question💀,0,
158,@user Fucking cunt bitch has learned nothing from the election,1,
159,"Illegal Alien Awaiting Deportation For Child Rape, Now Caught Producing Child Porn",1,
160,"Denmark has cut welfare benefits for migrants - ""We'll move to Finland"" They threaten ""Finland will treat us better"" - Free Speech Time - @user",0,
161,"@user o right settle down 75 m turks could invade Europe no more kebabs ,Cameron ur immigration policy as a nappy for constipated people",1,
162,@user No bitch you a hoe,1,
163,Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y'all patriotic AF,0,
164,Women in their 30's on vacation will literally fuck anything,1,
165,Her- can I stay the night? Me-,0,
166,"Watch: Merkel's Germany is starting to look like Syria - immigrants set cars on fire ""just for fun"" - Free Speech Time - @user",1,
167,@user The Politics of hard done Asylum seekers and designer Immigration policies to help them into Housing and NHS and other resources that can not be accessed by ordinary Uk Public all you do go on hunger strike or buy a Budgie get some publicity whi,0,
168,"Disgusting , and bitch you are NO ROCK STAR !! YOU are a no class skank🤡😱🐍🙈🙉🙊👁",1,
169,To use rape as a weapon towards women are far worse than using a bullet. Only other men can help the women in Burma. Stand up for the women,0,
170,@user Protect undocumented immigrants???,0,
171,President Trump Weekly Address ‘“ Immigration ReformÂ Needed‘¦,0,
172,Pope to explore links between poverty and migration,0,
173,@user Not all men youre right Doyoung wouldnt treat me like this !!!!,1,
174,"Well, I guess Booker won the ""most hysterical woman"" award today!! !!!",0,
175,Left-wing Spanish Government deny 'mass' migration: 'Europe needs new blood',0,
176,@user Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,1,
177,@user @user @user Immigration in a picture,0,
178,@user Whore? Really? Why don't you have some respect for women you asshole!,0,
179,'Lawless Area': German police conducts raid at refugee center after mob ... via @user,0,
180,"Marianna's* status and documentation as the wife of a refugee was what she thought she needed...However, only...",0,
181,PREYING ON WOMEN IS A BITCH TENDENCY ‼️🗣,1,
182,Ha ha BJP knows that Hindus r so stupid that they r ready to starve with no jobs but first like to see Ram Mandir then Taj Mahal.,0,
183,"@user MELISSA, YOU’RE HYSTERICAL. 😂 I AM GIVING YOU A HAPPY DANCE FOR TODAY🙌🏻",0,
184,Before @user and @user @user was a young girl whose immigrant parents were deported. Don't miss her stunning memoir MY FAMILY DIVDED.,0,
185,"@user If immigration will not stopped in Europe, the refugees will destroy the welfare. This means streetfights and dead on European streets.",1,
186,"NEW BLOG POST âž At World Relief, we’ve welcomed and provided support to almost 300,000 refugees since 1979. We love these strangers as neighbors because Jesus calls us to. But we also do it because we know that’s what we’d all want for our own families.",0,
187,Because it’s easy to call women those things when the one hurting you repeatedly acts like he wasn’t being the slut and whore himself.,0,
188,"When you go to take a sip and and spill it on your face... Like wtf hand, why you let me down like that, bruh",0,
189,"@user @user Skank ,hoe , all these words you use to describe female artists.gosh,get a grip. Do u…",0,
190,The German Government Pays for 3 Week Vacation for Refugees to Go Home The German government is actually giving refugees three weeks paid vacations INCLUDING airfare BACK to the very countries that claim they are fleeing because it is unsafe. JUST,0,
191,"“Many of these parents were removed from the country without their child, all of this is the result of the government’s separation and then inability and failure to track and reunite,” [Judge] Sabraw said.",0,
192,@user @user @user Your a bitch who needed to shut his hole,1,
193,"@user @user @user What the hell is this?  Is this part of the healthy conversation you were just preaching to us about?  She's our First Lady, like it or not.  She's also an immigrant, a mother and daughter, and fuck you for allowing this. ht",0,
194,of i wanna scream ppl that STUPID! Cube is the shitty company? cube is cancelled?? NO. edawn and hyuna went against rules.ofc cube pissed bc they didn't even listen to them?? what are you thinking? sm jyp yg.. all of them will do same. just shut the fuck up anymore.,0,
195,fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi,1,
196,"WOW, Trump Just Did It: TWEETS Video Exposing Dem/Obama/Hillary Immigration Hypocrisy",0,
197,@user @user These weak little men cannot abide women who... are alive? This is today's @user Too emotional to think. Hysterical!,0,
198,Dutch prisons are so empty they're being turned into homes for refugees via @user,0,
199,It must suck to not be me,0,
200,Bitch mad cuz I nutted quick... first of all yo pussy just good so be happy,1,
201,"@user @user Lower taxes, raise the TFSA, stop immigration, end White Genocide as government policySome basic truths:  Access to White people is not a human right",1,
202,"He is the new enemy (H.Kickl, minister of interior) of the left comunistic-socialist-green groups which make business with refugees. He will do everything to bring refugees out of Austria, this disturb the business.",1,
203,Frustration and heartbreak as migrant parents look for kids,0,
204,Aw 😍😘 I owe you a mustache ride!,0,
205,Russian immigrant seeks Democratic nod for Alaska House seat (from @user by ⁦@beckybohrerap⁩ ⁦@MThiessen⁩,0,
206,@user Beware USA + Europe from illigal immigration !,1,
207,When you're tryna sneak out their crib quietly in the middle of the night,0,
208,Young people taking care of business.,0,
209,@user thank you for liking my 'not all men' tweet btw,0,
210,@user Another incident in Germany will it be a drunk driver or another angry immigrant with issues innocent to proven Guilty there is so much goodwill before it becomes salt in the wounds of a giving Nation,0,
211,@user @user @user Women Are Offended by his Porn & Rape Essay Stating “A Woman Enjoys Interc…,0,
212,You gotta throw glitter after that. Bitch pussy must be SERIOUS.,1,
213,@user @user This old bitch needs to go out to pasture! Dig a hole too racist,1,
214,Large areas have been evacuated and people were moved to shelters to wait for the waters to subside.,0,
215,I'm at the Plaza Roberto Maestas on Beacon Hill with @user to stand with people of color and immigrant communities as a collective voice of engaged voters. Watch LIVE on Facebook:,0,
216,"As the European Union gives political cover to Italy & other states blocking & threatening charities rescuing refugees & migrants escaping Libya, death rate soars to staggering 1 in 7",0,
217,@user 'Oh said a bitch who lost everything. You whore.',1,
218,Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving…,1,
219,my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well,1,
220,Trump is correct he just said it the wrong way should the Queen head of the british Commonwealth just tell the shitty nations to buzz off certainly not but would the uk people vote to end the commonwealth l think yes less pressure on NHS Housing etc Brexit no to immigration,0,
221,Why do women use them being on their period as a excuse to be a cunt? You had it since you were 13 you can’t control yourself?,1,
222,@user @user @user @user @user So you cant stand your own kind either you gotta breed with something else.,0,
223,Criminals NOT immigrants! Lets call them who they are if they DID NOT come in our AMERICA LEGALLY ! They get NO amnesty for breaking the AMERICAN LAW. @user @user @user @user @user @user @user @user @user,1,
224,@user LMAOO you pussy. What those emojis mean?!,1,
225,Me after The Walking Dead season finale,0,
226,"Int’l, 1st- and 2nd-gen immigrant students make up an average of 30% of undergrads in U.S. -Miriam Feldblum, executive director, Presidents’ Alliance on Higher Ed and Immigration ⁦@AraceliHLaroche⁩ ⁦@MegitaSmith⁩ ⁦@nmvalenzuela⁩",0,
227,When your friend moves away to be with someone...,0,
228,No one gives less fucks than a pitcher that intentionally hits a man holding a bat with a baseball,0,
229,Watch my snap story tonight it will be all over it 😇,0,
230,@user WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!,1,
231,"Angels Don't Die. I think it's better that two Immigrant children in a concentration camp in Southwest US die every time Donald Trump tweets, tweet tweet tweet tweet tweet like a bird.",0,
232,"ISO several *new or used* items to foster greater self-sufficiency of a few recent refugee families: work boots, lunch boxes/bags, apt size microwaves, food storage containers, laptops...and drumroll...a large family...",0,
233,I love how I wasted 5 years on a stupid cunt. Only to find true love with the beautiful woman I was with before that. Life's funny sometimes,0,
234,"We want the world to give us justice and make it possible for us to go back.The fact that we had to flee, we want justice for that. We ask for justice from the leaders of the entire world.",0,
235,"Austrian, Italian and German interior ministers discuss migration",0,
236,@user Biggest menace affecting growth of India is its population.Must take steps to curb population&illegal immigrants,1,
237,Coding program in NY seeks to open tech career doors for immigrant girls,0,
238,@user I am serious and sure that I want to put my penis in the hole of your ass,1,
239,@user @user @user THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M…,1,
240,Oh btw just to offend the femalesss CUNT CUNT CUNT WHORE CUNT WHORE SLUT BITCHSLUT FEMINISTSHIT,1,
241,@user @user @user @user @user @user You're not welcome Illegal immigrant. You belong to the low class monkeys who's only good at dying everyday and begging the world to help them. Such a poor godless nation. No wond,1,
242,Me flirting- So how wealthy are your parents?,0,
243,"A judge sentenced three Muslim refugee boys in the sexual assault of a 5-year-old girl in Idaho, but nobody knows...",0,
244,Still baffles me that Baylor's football team can rape women w literally everyone knowing (including the police) and nothing is done abt it,0,
245,"@user oh god, I can imagine that you’ll get even more men talking to you about some “not all men” “not me” bullshit 😤",0,
246,@user And that's only the women that have posted it.. I wrote about the 'Not All Men' culture as well -,0,
247,"@user Delhi have understood ur gameplan. U only focussing on ur Votebank. No action against encroachments,filth in over crowded Muslim areas. Lot of muslim migration to Delhi",1,
248,There are good men out there women stop accepting ass holes that appear to be right.It is a excuse to turn lesbian cuz of a no good man.,1,
249,"For @user ’s Clever I wrote about my shifting understanding of home, from those of the displaced communities in Colombia, my grandmother’s handbuilt house, and my own as an immigrant:",0,
250,@user Sooo you trying to pimp em out. Bet.,0,
251,@user @user You shut your whore mouth,1,
252,"'It’s not that we think you will, it’s that we know you could.' @user nails why 'not all men' is irrelevant…",0,
253,"@user I would enjoy standing back to watch you suck cocks and swallow huge loads of cum, while you're helpless. As you suck each cock I'll finger your pussy until you cum, while you choke on cocks and cum! When I do take you home, you'll be exhauste",1,
254,When yo girl start yelling at you for no reason.,0,
255,"@user Cameron have some back bone 75 million Turks waiting to come to Europe no thanks , l million migrants go awol we r scared r u",1,
256,"If she's over 18 and owns anything Hello Kitty.... Get that bitch in bed, she knows things that you didn't even know existed",1,
257,So if your reading this and I know you are .. STOP HITTING ME UP YO DICK LIDDO AND NOW THE WORLD KNOWS 😭🤦🏽‍♀️,0,
258,Good Morning Canada 🇨🇦 We will not let anyone harm you,0,
259,When you spent the last 2 days waking up in complete strangers beds,0,
260,@user If you take dick off of the pizza you're erasing my history and heritage,0,
261,i can't have a girlfriend my dick's only big enough for one of us,0,
262,This stupid dick head didn’t say thank you when I held the door for him going into 7/11 so I pulled that shit close in his face when I left,0,
263,@user I know fucker bitch i rode with you one time remember cunt whore? Never again will i fuck around with the fuck around 😂😂,1,
264,Warning of 'dangerous acceleration' in attacks on immigrants in Italy,0,
265,"In Trump’s America, immigrants are modern-day ‘˜savage Indians’",1,
266,@user They need to be deported shouldn't even go to court immigration should step in,1,
267,It will be such a shame to see @user qualifying for any tournament (including WC) with the help of immigrants. I can't even imagine 11 Africans/Whites representing India and me cheering them on. Both @user brother plays for Guinea national team. Plain crazy!,1,
268,"At 16, Ancila's father was killed in Burundi's civil war, forcing her to flee. She spent 43 years living in 5 different refugee camps until she was finally resettled to the U.S.Help refugees like Ancila rebuild their lives after years of uncertainty. âž",0,
269,I don’t know. @user ombudsman could answer the question but nobody cares under this administration. All this does is create chaos for refugees and asylees that are perfectly in status and discourages travel.,0,
270,"Munah, an Iraqi refugee, comes to volunteer with kids at CRP everyday. She gives back to CRP because CRP has given her so much. You can give too.",0,
271,Immigrants become a bargaining chip....,0,
272,"@user The Assamese laws on immigration were made during emergency and are malafide, they should not be applied",0,
273,Posted a tweet on one of O'Reilly's today and it appears I unleashed the psychos. Been called a Russian...cunt...bitch and whore already.,0,
274,Immigrant sex fiend claims he ‘˜did not know it was illegal to grope women’,0,
275,"@user @user Tom, I am not arguing w results, I am disgusted that America business men/women chose to hire illegals in the first place. I believe this all started w a broken seasonal immigrant hiring system, loss of prevailing wage ru",1,
276,"Anyone else notice that for the most part Trump is completely deaf dumb and blind to the existence of the indigenous people? Unlike him, even though some of them are of mixed blood, not one of them are immigrants. Saw t-shirt said can't be an illegal immigrant in a stolen land",0,
277,Black Bitch Gets Cock Shoved In Her Waiting Cunt,1,
278,Absolutely shameful 27 month sentence!! Woman jailed for false rape allegation against police officer,0,
279,"@user When Roman Polanski drugged, raped and sodomized a 13 year old girl it wasnt 'rape, rape' right Whoppi?",0,
280,@user well if feminists make up stats all the time can't a guy? Double standard yet again.,0,
281,When you think you're going on a date and she shows up with her bff and shakes your hand,0,
282,Fist pumping a pimp through glass in prison 😂 yes sir @user you are the top boi 👏🏻,0,
283,Ewk man this bitch be with mad whores,1,
284,@user How bout women that bitch the wolf? No fine? Where's the equality?,0,
285,Every time I hear a women slut-shame another women for what their wearing I can’t help but think “Bitch you wack as fuck.”,1,
